Source,Source Name,IP,Service,Target,Timestamp
SERVER01,SERVER01,10.168.145.201,File Share,FILESHARE04,2025-01-15T20:52:06.263Z
SERVER01,SERVER01,10.168.145.201,File Share,FILESHARE03,2025-01-15T19:56:57.945Z
SERVER01,SERVER01,10.168.145.201,File Share,FILESHARE01,2025-01-15T19:12:02.591Z
SERVER01,SERVER01,10.168.145.201,File Share,FILESHARE02,2025-01-15T19:12:02.200Z
SERVER01,SERVER01,10.168.145.201,File Share,FILESHARE04,2025-01-15T18:52:01.261Z
SERVER04,SERVER04,10.168.146.102,File Share,FILESHARE03,2025-01-15T18:23:35.474Z
COMPUTER01,COMPUTER01,10.168.145.78,File Share,FILESHARE01,2025-01-15T18:18:02.047Z
SERVER04,SERVER04,10.168.146.102,File Share,FILESHARE02,2025-01-15T17:31:15.605Z
SERVER04,SERVER04,10.168.146.102,File Share,FILESHARE04,2025-01-15T17:31:15.605Z
SERVER04,SERVER04,10.168.146.102,File Share,FILESHARE01,2025-01-15T17:31:15.605Z
SERVER01,SERVER01,10.168.145.201,File Share,FILESHARE02,2025-01-15T16:51:59.271Z
SERVER01,SERVER01,10.168.145.201,File Share,FILESHARE01,2025-01-15T16:51:56.260Z
SERVER01,SERVER01,10.168.145.201,File Share,FILESHARE03,2025-01-15T16:50:52.940Z
COMPUTER01,COMPUTER01,10.168.145.78,File Share,FILESHARE01,2025-01-15T16:17:58.024Z
SERVER02,SERVER02,10.168.146.61,File Share,SERVER05,2025-01-15T16:01:57.663Z
SERVER02,SERVER02,10.168.146.61,File Share,FILESHARE03,2025-01-15T16:01:57.570Z
SERVER02,SERVER02,10.168.146.61,File Share,FILESHARE04,2025-01-15T13:19:35.610Z
SERVER02,SERVER02,10.168.146.61,File Share,FILESHARE02,2025-01-15T13:19:35.313Z
SERVER02,SERVER02,10.168.146.61,File Share,FILESHARE01,2025-01-15T13:19:32.297Z
SERVER03,SERVER03,10.168.146.232,Uncategorized (USER01@DOMAIN.ORG),USER01,2025-01-15T10:00:00.263Z
SERVER01,SERVER01,10.168.145.201,File Share,FILESHARE04,2025-01-15T09:11:37.457Z
SERVER01,SERVER01,10.168.145.201,File Share,FILESHARE03,2025-01-15T08:08:40.614Z
SERVER04,SERVER04,10.168.146.102,File Share,FILESHARE01,2025-01-15T07:50:53.892Z
SERVER04,SERVER04,10.168.146.102,File Share,FILESHARE02,2025-01-15T07:50:50.901Z
SERVER04,SERVER04,10.168.146.102,File Share,FILESHARE04,2025-01-15T07:50:50.899Z
SERVER04,SERVER04,10.168.146.102,File Share,FILESHARE03,2025-01-15T07:33:19.186Z
SERVER02,SERVER02,10.168.146.61,File Share,SERVER05,2025-01-15T07:26:47.390Z
SERVER02,SERVER02,10.168.146.61,File Share,FILESHARE03,2025-01-15T07:26:47.343Z
SERVER01,SERVER01,10.168.145.201,File Share,FILESHARE01,2025-01-15T07:11:35.499Z
10.168.145.201,10.168.145.201,10.168.145.201,File Share,FILESHARE02,2025-01-15T07:11:32.488Z
COMPUTER01,COMPUTER01,10.168.145.78,File Share,FILESHARE01,2025-01-15T06:33:09.325Z
SERVER02,SERVER02,10.168.146.61,File Share,FILESHARE04,2025-01-15T03:39:11.992Z
10.168.146.61,10.168.146.61,10.168.146.61,File Share,FILESHARE01,2025-01-15T03:39:08.997Z
10.168.146.61,10.168.146.61,10.168.146.61,File Share,FILESHARE02,2025-01-15T03:39:08.997Z
SERVER01,SERVER01,10.168.145.201,File Share,FILESHARE04,2025-01-14T23:21:12.940Z
SERVER01,SERVER01,10.168.145.201,File Share,FILESHARE03,2025-01-14T21:51:27.668Z
SERVER04,SERVER04,10.168.146.102,File Share,FILESHARE01,2025-01-14T21:50:25.625Z
SERVER04,SERVER04,10.168.146.102,File Share,FILESHARE04,2025-01-14T21:50:25.625Z
SERVER04,SERVER04,10.168.146.102,File Share,FILESHARE02,2025-01-14T21:50:25.516Z
SERVER04,SERVER04,10.168.146.102,File Share,FILESHARE03,2025-01-14T21:41:03.667Z
SERVER01,SERVER01,10.168.145.201,File Share,FILESHARE01,2025-01-14T21:31:08.652Z
SERVER01,SERVER01,10.168.145.201,File Share,FILESHARE02,2025-01-14T21:31:08.543Z
SERVER02,SERVER02,10.168.146.61,File Share,SERVER05,2025-01-14T20:49:33.962Z
SERVER02,SERVER02,10.168.146.61,File Share,FILESHARE03,2025-01-14T20:49:33.915Z
COMPUTER01,COMPUTER01,10.168.145.78,File Share,FILESHARE01,2025-01-14T20:47:57.840Z
SERVER04,SERVER04,10.168.146.102,File Share,FILESHARE03,2025-01-14T19:46:00.967Z
SERVER04,SERVER04,10.168.146.102,File Share,FILESHARE02,2025-01-14T19:30:19.605Z
SERVER04,SERVER04,10.168.146.102,File Share,FILESHARE01,2025-01-14T19:30:19.589Z
SERVER04,SERVER04,10.168.146.102,File Share,FILESHARE04,2025-01-14T19:30:19.589Z
SERVER02,SERVER02,10.168.146.61,File Share,FILESHARE02,2025-01-14T17:48:48.496Z
SERVER02,SERVER02,10.168.146.61,File Share,FILESHARE01,2025-01-14T17:48:48.496Z
10.168.146.61,10.168.146.61,10.168.146.61,File Share,FILESHARE04,2025-01-14T17:48:45.496Z
SERVER02,SERVER02,10.168.146.61,File Share,DC04,2025-01-14T15:34:27.197Z
10.168.145.201,10.168.145.201,10.168.145.201,File Share,FILESHARE04,2025-01-14T13:40:49.062Z
SERVER01,SERVER01,10.168.145.201,File Share,FILESHARE03,2025-01-14T12:24:12.609Z
SERVER01,SERVER01,10.168.145.201,File Share,FILESHARE01,2025-01-14T11:40:47.058Z
10.168.145.201,10.168.145.201,10.168.145.201,File Share,FILESHARE02,2025-01-14T11:40:44.042Z
COMPUTER01,COMPUTER01,10.168.145.78,File Share,FILESHARE01,2025-01-14T11:03:13.904Z
SERVER02,SERVER02,10.168.146.61,File Share,SERVER05,2025-01-14T10:23:21.221Z
SERVER02,SERVER02,10.168.146.61,File Share,FILESHARE03,2025-01-14T10:23:21.189Z
SERVER03,SERVER03,10.168.146.232,Uncategorized (USER01@DOMAIN.ORG),USER01,2025-01-14T10:00:00.447Z
SERVER04,SERVER04,10.168.146.102,File Share,FILESHARE02,2025-01-14T09:49:54.943Z
SERVER04,SERVER04,10.168.146.102,File Share,FILESHARE04,2025-01-14T09:49:54.943Z
SERVER04,SERVER04,10.168.146.102,File Share,FILESHARE01,2025-01-14T09:49:54.943Z
SERVER04,SERVER04,10.168.146.102,File Share,FILESHARE03,2025-01-14T09:31:44.902Z
SERVER02,SERVER02,10.168.146.61,File Share,FILESHARE01,2025-01-14T08:08:25.162Z
SERVER02,SERVER02,10.168.146.61,File Share,FILESHARE04,2025-01-14T08:08:25.131Z
SERVER02,SERVER02,10.168.146.61,File Share,FILESHARE02,2025-01-14T08:08:22.120Z
SERVER01,SERVER01,10.168.145.201,File Share,FILESHARE04,2025-01-14T03:50:24.340Z
SERVER01,SERVER01,10.168.145.201,File Share,FILESHARE01,2025-01-14T02:00:22.852Z
SERVER01,SERVER01,10.168.145.201,File Share,FILESHARE02,2025-01-14T02:00:19.852Z
SERVER01,SERVER01,10.168.145.201,File Share,FILESHARE03,2025-01-14T01:53:57.453Z
SERVER02,SERVER02,10.168.146.61,File Share,SERVER05,2025-01-14T01:34:10.612Z
SERVER02,SERVER02,10.168.146.61,File Share,FILESHARE03,2025-01-14T01:34:10.565Z
10.168.145.78,10.168.145.78,10.168.145.78,File Share,FILESHARE01,2025-01-14T01:18:00.797Z
SERVER04,SERVER04,10.168.146.102,File Share,FILESHARE03,2025-01-14T00:52:30.840Z
SERVER04,SERVER04,10.168.146.102,File Share,FILESHARE04,2025-01-14T00:09:29.942Z
SERVER04,SERVER04,10.168.146.102,File Share,FILESHARE02,2025-01-14T00:09:29.942Z
SERVER04,SERVER04,10.168.146.102,File Share,FILESHARE01,2025-01-14T00:09:29.942Z
SERVER02,SERVER02,10.168.146.61,File Share,FILESHARE01,2025-01-13T22:18:01.576Z
SERVER02,SERVER02,10.168.146.61,File Share,FILESHARE02,2025-01-13T22:18:01.576Z
SERVER02,SERVER02,10.168.146.61,File Share,FILESHARE04,2025-01-13T22:17:58.565Z
10.168.145.201,10.168.145.201,10.168.145.201,File Share,FILESHARE04,2025-01-13T18:10:00.560Z
SERVER01,SERVER01,10.168.145.201,File Share,FILESHARE03,2025-01-13T16:53:44.373Z
SERVER01,SERVER01,10.168.145.201,File Share,FILESHARE02,2025-01-13T16:09:55.614Z
SERVER01,SERVER01,10.168.145.201,File Share,FILESHARE01,2025-01-13T16:09:55.587Z
COMPUTER01,COMPUTER01,10.168.145.78,File Share,FILESHARE01,2025-01-13T15:33:01.045Z
SERVER02,SERVER02,10.168.146.61,File Share,SERVER05,2025-01-13T14:53:57.922Z
SERVER02,SERVER02,10.168.146.61,File Share,FILESHARE03,2025-01-13T14:53:57.875Z
SERVER04,SERVER04,10.168.146.102,File Share,FILESHARE03,2025-01-13T14:45:15.314Z
SERVER04,SERVER04,10.168.146.102,File Share,FILESHARE02,2025-01-13T14:19:04.904Z
SERVER04,SERVER04,10.168.146.102,File Share,FILESHARE04,2025-01-13T14:19:04.900Z
SERVER04,SERVER04,10.168.146.102,File Share,FILESHARE01,2025-01-13T14:19:04.895Z
SERVER02,SERVER02,10.168.146.61,File Share,FILESHARE02,2025-01-13T12:37:38.437Z
SERVER02,SERVER02,10.168.146.61,File Share,FILESHARE01,2025-01-13T12:37:38.421Z
10.168.146.61,10.168.146.61,10.168.146.61,File Share,FILESHARE04,2025-01-13T12:37:35.426Z
SERVER03,SERVER03,10.168.146.232,Uncategorized (USER01@DOMAIN.ORG),USER01,2025-01-13T10:00:00.573Z
10.168.145.201,10.168.145.201,10.168.145.201,File Share,FILESHARE04,2025-01-13T08:19:35.995Z
SERVER01,SERVER01,10.168.145.201,File Share,FILESHARE03,2025-01-13T06:43:31.413Z
SERVER01,SERVER01,10.168.145.201,File Share,FILESHARE01,2025-01-13T06:29:31.368Z
SERVER01,SERVER01,10.168.145.201,File Share,FILESHARE02,2025-01-13T06:29:31.368Z
SERVER04,SERVER04,10.168.146.102,File Share,FILESHARE03,2025-01-13T06:01:46.121Z
SERVER02,SERVER02,10.168.146.61,File Share,SERVER05,2025-01-13T05:58:47.262Z
SERVER02,SERVER02,10.168.146.61,File Share,FILESHARE03,2025-01-13T05:58:47.208Z
COMPUTER01,COMPUTER01,10.168.145.78,File Share,FILESHARE01,2025-01-13T05:47:57.673Z
SERVER08,SERVER08,10.168.146.120,Uncategorized (USER01@DOMAIN.ORG),USER01,2025-01-13T05:00:00.732Z
SERVER04,SERVER04,10.168.146.102,File Share,FILESHARE01,2025-01-13T04:38:39.634Z
SERVER04,SERVER04,10.168.146.102,File Share,FILESHARE04,2025-01-13T04:38:39.540Z
SERVER04,SERVER04,10.168.146.102,File Share,FILESHARE02,2025-01-13T04:38:39.525Z
SERVER02,SERVER02,10.168.146.61,File Share,FILESHARE01,2025-01-13T02:47:14.623Z
SERVER02,SERVER02,10.168.146.61,File Share,FILESHARE04,2025-01-13T02:47:14.623Z
SERVER02,SERVER02,10.168.146.61,File Share,FILESHARE02,2025-01-13T02:47:11.615Z
SERVER08,SERVER08,10.168.146.120,Uncategorized (USER01@DOMAIN.ORG),USER01,2025-01-13T02:00:00.168Z
SERVER01,SERVER01,10.168.145.201,File Share,FILESHARE04,2025-01-12T22:39:11.994Z
SERVER01,SERVER01,10.168.145.201,File Share,FILESHARE03,2025-01-12T22:11:20.034Z
SERVER01,SERVER01,10.168.145.201,File Share,FILESHARE01,2025-01-12T20:49:10.241Z
SERVER01,SERVER01,10.168.145.201,File Share,FILESHARE02,2025-01-12T20:49:07.241Z
COMPUTER01,COMPUTER01,10.168.145.78,File Share,FILESHARE01,2025-01-12T20:03:22.237Z
SERVER02,SERVER02,10.168.146.61,File Share,SERVER05,2025-01-12T19:56:26.429Z
SERVER02,SERVER02,10.168.146.61,File Share,FILESHARE03,2025-01-12T19:56:26.366Z
SERVER04,SERVER04,10.168.146.102,File Share,FILESHARE03,2025-01-12T19:27:22.127Z
SERVER04,SERVER04,10.168.146.102,File Share,FILESHARE04,2025-01-12T18:48:14.532Z
SERVER04,SERVER04,10.168.146.102,File Share,FILESHARE01,2025-01-12T18:48:14.527Z
SERVER04,SERVER04,10.168.146.102,File Share,FILESHARE02,2025-01-12T18:48:14.527Z
SERVER02,SERVER02,10.168.146.61,File Share,FILESHARE04,2025-01-12T17:06:48.593Z
SERVER02,SERVER02,10.168.146.61,File Share,FILESHARE01,2025-01-12T17:06:48.593Z
SERVER02,SERVER02,10.168.146.61,File Share,FILESHARE02,2025-01-12T17:06:48.593Z
SERVER02,SERVER02,10.168.146.61,File Share,DC04,2025-01-12T16:27:21.575Z
10.168.146.40,10.168.146.40,10.168.146.40,Uncategorized (SERVER07$@DOMAIN.ORG),SERVER07,2025-01-12T15:00:00.756Z
10.168.145.201,10.168.145.201,10.168.145.201,File Share,FILESHARE04,2025-01-12T12:58:47.714Z
SERVER01,SERVER01,10.168.145.201,File Share,FILESHARE03,2025-01-12T11:42:06.709Z
10.168.145.201,10.168.145.201,10.168.145.201,File Share,FILESHARE01,2025-01-12T11:08:43.209Z
10.168.145.201,10.168.145.201,10.168.145.201,File Share,FILESHARE02,2025-01-12T11:08:43.209Z
SERVER02,SERVER02,10.168.146.61,File Share,SERVER05,2025-01-12T11:03:15.149Z
SERVER02,SERVER02,10.168.146.61,File Share,FILESHARE03,2025-01-12T11:03:15.093Z
SERVER03,SERVER03,10.168.146.232,Uncategorized (USER01@DOMAIN.ORG),USER01,2025-01-12T11:00:00.920Z
COMPUTER01,COMPUTER01,10.168.145.78,File Share,FILESHARE01,2025-01-12T10:18:01.158Z
SERVER08,SERVER08,10.168.146.120,Uncategorized (USER01@DOMAIN.ORG),USER01,2025-01-12T10:00:00.673Z
SERVER03,SERVER03,10.168.146.232,Uncategorized (USER01@DOMAIN.ORG),USER01,2025-01-12T10:00:00.416Z
SERVER04,SERVER04,10.168.146.102,File Share,FILESHARE03,2025-01-12T09:16:06.224Z
SERVER04,SERVER04,10.168.146.102,File Share,FILESHARE01,2025-01-12T09:07:50.333Z
SERVER04,SERVER04,10.168.146.102,File Share,FILESHARE02,2025-01-12T09:07:49.927Z
SERVER04,SERVER04,10.168.146.102,File Share,FILESHARE04,2025-01-12T09:07:49.925Z
SERVER08,SERVER08,10.168.146.120,Uncategorized (USER01@DOMAIN.ORG),USER01,2025-01-12T08:15:00.904Z
SERVER03,SERVER03,10.168.146.232,Uncategorized (USER01@DOMAIN.ORG),USER01,2025-01-12T08:00:01.052Z
SERVER02,SERVER02,10.168.146.61,File Share,FILESHARE01,2025-01-12T07:16:27.858Z
SERVER02,SERVER02,10.168.146.61,File Share,FILESHARE02,2025-01-12T07:16:24.852Z
SERVER02,SERVER02,10.168.146.61,File Share,FILESHARE04,2025-01-12T07:16:24.847Z
SERVER01,SERVER01,10.168.145.201,File Share,FILESHARE04,2025-01-12T03:08:23.399Z
SERVER01,SERVER01,10.168.145.201,File Share,FILESHARE03,2025-01-12T01:32:51.049Z
SERVER01,SERVER01,10.168.145.201,File Share,FILESHARE02,2025-01-12T01:18:21.882Z
SERVER01,SERVER01,10.168.145.201,File Share,FILESHARE01,2025-01-12T01:18:18.909Z
SERVER02,SERVER02,10.168.146.61,File Share,SERVER05,2025-01-12T00:54:01.949Z
SERVER02,SERVER02,10.168.146.61,File Share,FILESHARE03,2025-01-12T00:54:01.882Z
COMPUTER01,COMPUTER01,10.168.145.78,File Share,FILESHARE01,2025-01-12T00:33:00.611Z
SERVER04,SERVER04,10.168.146.102,File Share,FILESHARE03,2025-01-12T00:01:52.579Z
SERVER04,SERVER04,10.168.146.102,File Share,FILESHARE01,2025-01-11T23:17:24.943Z
SERVER04,SERVER04,10.168.146.102,File Share,FILESHARE04,2025-01-11T23:17:24.546Z
SERVER04,SERVER04,10.168.146.102,File Share,FILESHARE02,2025-01-11T23:17:24.546Z
SERVER02,SERVER02,10.168.146.61,File Share,FILESHARE02,2025-01-11T21:36:02.275Z
SERVER02,SERVER02,10.168.146.61,File Share,FILESHARE01,2025-01-11T21:36:02.159Z
SERVER02,SERVER02,10.168.146.61,File Share,FILESHARE04,2025-01-11T21:36:01.872Z
SERVER01,SERVER01,10.168.145.201,File Share,FILESHARE04,2025-01-11T17:27:58.938Z
SERVER01,SERVER01,10.168.145.201,File Share,FILESHARE03,2025-01-11T16:36:38.241Z
SERVER01,SERVER01,10.168.145.201,File Share,FILESHARE02,2025-01-11T15:37:54.239Z
SERVER01,SERVER01,10.168.145.201,File Share,FILESHARE01,2025-01-11T15:37:54.239Z
SERVER04,SERVER04,10.168.146.102,File Share,FILESHARE03,2025-01-11T14:50:38.211Z
COMPUTER01,COMPUTER01,10.168.145.78,File Share,FILESHARE01,2025-01-11T14:48:08.761Z
SERVER02,SERVER02,10.168.146.61,File Share,SERVER05,2025-01-11T14:46:49.922Z
SERVER02,SERVER02,10.168.146.61,File Share,FILESHARE03,2025-01-11T14:46:49.865Z
SERVER04,SERVER04,10.168.146.102,File Share,FILESHARE04,2025-01-11T13:47:00.490Z
SERVER04,SERVER04,10.168.146.102,File Share,FILESHARE02,2025-01-11T13:47:00.380Z
SERVER04,SERVER04,10.168.146.102,File Share,FILESHARE01,2025-01-11T13:47:00.380Z
SERVER02,SERVER02,10.168.146.61,File Share,FILESHARE01,2025-01-11T11:45:41.081Z
SERVER02,SERVER02,10.168.146.61,File Share,FILESHARE02,2025-01-11T11:45:38.081Z
SERVER02,SERVER02,10.168.146.61,File Share,FILESHARE04,2025-01-11T11:45:38.076Z
SERVER01,SERVER01,10.168.145.201,File Share,FILESHARE04,2025-01-11T07:37:34.096Z
SERVER01,SERVER01,10.168.145.201,File Share,FILESHARE03,2025-01-11T06:42:23.178Z
SERVER01,SERVER01,10.168.145.201,File Share,FILESHARE02,2025-01-11T05:47:32.561Z
SERVER01,SERVER01,10.168.145.201,File Share,FILESHARE01,2025-01-11T05:47:29.561Z
COMPUTER01,COMPUTER01,10.168.145.78,File Share,FILESHARE01,2025-01-11T05:03:05.096Z
SERVER04,SERVER04,10.168.146.102,File Share,FILESHARE03,2025-01-11T04:47:22.778Z
SERVER02,SERVER02,10.168.146.61,File Share,SERVER05,2025-01-11T04:19:37.151Z
SERVER02,SERVER02,10.168.146.61,File Share,FILESHARE03,2025-01-11T04:19:37.105Z
SERVER04,SERVER04,10.168.146.102,File Share,FILESHARE01,2025-01-11T04:06:38.682Z
SERVER04,SERVER04,10.168.146.102,File Share,FILESHARE04,2025-01-11T04:06:35.690Z
SERVER04,SERVER04,10.168.146.102,File Share,FILESHARE02,2025-01-11T04:06:35.687Z
SERVER02,SERVER02,10.168.146.61,File Share,SERVER05,2025-01-11T02:33:34.911Z
SERVER02,SERVER02,10.168.146.61,File Share,FILESHARE03,2025-01-11T02:33:34.849Z
SERVER02,SERVER02,10.168.146.61,File Share,FILESHARE01,2025-01-11T01:45:17.080Z
SERVER02,SERVER02,10.168.146.61,File Share,FILESHARE02,2025-01-11T01:45:14.079Z
SERVER02,SERVER02,10.168.146.61,File Share,FILESHARE04,2025-01-11T01:45:14.079Z
SERVER02,SERVER02,10.168.146.61,File Share,FILESHARE01,2025-01-10T23:45:12.270Z
SERVER02,SERVER02,10.168.146.61,File Share,FILESHARE02,2025-01-10T23:45:12.254Z
10.168.146.61,10.168.146.61,10.168.146.61,File Share,FILESHARE04,2025-01-10T23:45:09.254Z
SERVER04,SERVER04,10.168.146.102,File Share,FILESHARE02,2025-01-10T23:37:58.469Z
SERVER01,SERVER01,10.168.145.201,File Share,FILESHARE02,2025-01-10T23:10:29.292Z
SERVER01,SERVER01,10.168.145.201,File Share,FILESHARE01,2025-01-10T23:10:29.276Z
SERVER01,SERVER01,10.168.145.201,File Share,FILESHARE04,2025-01-10T23:10:29.276Z
SERVER04,SERVER04,10.168.146.102,File Share,FILESHARE04,2025-01-10T23:07:41.147Z
SERVER04,SERVER04,10.168.146.102,File Share,FILESHARE01,2025-01-10T23:07:41.134Z
SERVER01,SERVER01,10.168.145.201,File Share,FILESHARE03,2025-01-10T21:33:10.615Z
SERVER01,SERVER01,10.168.145.201,File Share,FILESHARE02,2025-01-10T20:17:05.987Z
SERVER01,SERVER01,10.168.145.201,File Share,FILESHARE01,2025-01-10T20:17:05.877Z
COMPUTER01,COMPUTER01,10.168.145.78,File Share,FILESHARE01,2025-01-10T19:18:12.393Z
SERVER04,SERVER04,10.168.146.102,File Share,FILESHARE03,2025-01-10T18:30:08.308Z
SERVER04,SERVER04,10.168.146.102,File Share,FILESHARE02,2025-01-10T18:16:13.579Z
SERVER04,SERVER04,10.168.146.102,File Share,FILESHARE01,2025-01-10T18:16:13.579Z
SERVER04,SERVER04,10.168.146.102,File Share,FILESHARE04,2025-01-10T18:16:10.580Z
SERVER02,SERVER02,10.168.146.61,File Share,SERVER05,2025-01-10T16:12:22.548Z
SERVER02,SERVER02,10.168.146.61,File Share,FILESHARE03,2025-01-10T16:12:22.517Z
SERVER02,SERVER02,10.168.146.61,File Share,FILESHARE01,2025-01-10T13:54:48.648Z
SERVER02,SERVER02,10.168.146.61,File Share,FILESHARE02,2025-01-10T13:54:45.647Z
SERVER02,SERVER02,10.168.146.61,File Share,FILESHARE04,2025-01-10T13:54:45.647Z
SERVER01,SERVER01,10.168.145.201,File Share,FILESHARE03,2025-01-10T10:39:56.708Z
SERVER01,SERVER01,10.168.145.201,File Share,FILESHARE01,2025-01-10T10:26:41.373Z
SERVER01,SERVER01,10.168.145.201,File Share,FILESHARE02,2025-01-10T10:26:41.365Z
SERVER03,SERVER03,10.168.146.232,Uncategorized (USER01@DOMAIN.ORG),USER01,2025-01-10T10:00:00.266Z
COMPUTER01,COMPUTER01,10.168.145.78,File Share,FILESHARE01,2025-01-10T09:33:08.941Z
SERVER04,SERVER04,10.168.146.102,File Share,FILESHARE03,2025-01-10T09:27:56.396Z
10.168.146.150,10.168.146.150,10.168.146.150,File Share,FILESHARE01,2025-01-10T08:35:48.949Z
SERVER04,SERVER04,10.168.146.102,File Share,FILESHARE04,2025-01-10T08:35:45.963Z
SERVER04,SERVER04,10.168.146.102,File Share,FILESHARE02,2025-01-10T08:35:45.962Z
SERVER02,SERVER02,10.168.146.61,File Share,SERVER05,2025-01-10T07:27:12.361Z
SERVER02,SERVER02,10.168.146.61,File Share,FILESHARE03,2025-01-10T07:27:12.314Z
10.168.146.68,10.168.146.68,10.168.146.68,Uncategorized (SERVER06$),SERVER06,2025-01-10T04:29:15.634Z
SERVER02,SERVER02,10.168.146.61,File Share,FILESHARE01,2025-01-10T04:14:23.005Z
SERVER02,SERVER02,10.168.146.61,File Share,FILESHARE04,2025-01-10T04:14:22.708Z
SERVER02,SERVER02,10.168.146.61,File Share,FILESHARE02,2025-01-10T04:14:22.599Z
SERVER01,SERVER01,10.168.145.201,File Share,FILESHARE03,2025-01-10T01:51:46.233Z
SERVER01,SERVER01,10.168.145.201,File Share,FILESHARE02,2025-01-10T00:46:17.477Z
SERVER01,SERVER01,10.168.145.201,File Share,FILESHARE01,2025-01-10T00:46:17.184Z
COMPUTER01,COMPUTER01,10.168.145.78,File Share,FILESHARE01,2025-01-09T23:47:58.361Z
SERVER04,SERVER04,10.168.146.102,File Share,FILESHARE03,2025-01-09T22:58:40.993Z
SERVER04,SERVER04,10.168.146.102,File Share,FILESHARE02,2025-01-09T22:45:23.896Z
SERVER04,SERVER04,10.168.146.102,File Share,FILESHARE04,2025-01-09T22:45:23.893Z
SERVER04,SERVER04,10.168.146.102,File Share,FILESHARE01,2025-01-09T22:45:20.904Z
SERVER02,SERVER02,10.168.146.61,File Share,SERVER05,2025-01-09T21:27:59.814Z
SERVER02,SERVER02,10.168.146.61,File Share,FILESHARE03,2025-01-09T21:27:59.783Z
SERVER06,SERVER06,10.168.146.216,File Share,FILESHARE02,2025-01-09T18:25:41.126Z
SERVER06,SERVER06,10.168.146.216,File Share,FILESHARE03,2025-01-09T18:25:41.080Z
SERVER06,SERVER06,10.168.146.216,File Share,FILESHARE01,2025-01-09T18:25:41.020Z
SERVER06,SERVER06,10.168.146.216,File Share,FILESHARE04,2025-01-09T18:25:40.892Z
COMPUTER01,COMPUTER01,10.168.145.78,Remote Desktop (RDP),SERVER06,2025-01-09T18:25:35.646Z
SERVER02,SERVER02,10.168.146.61,File Share,FILESHARE01,2025-01-09T18:23:59.172Z
SERVER02,SERVER02,10.168.146.61,File Share,FILESHARE04,2025-01-09T18:23:59.172Z
SERVER02,SERVER02,10.168.146.61,File Share,FILESHARE02,2025-01-09T18:23:59.063Z
SERVER01,SERVER01,10.168.145.201,File Share,FILESHARE03,2025-01-09T15:18:33.864Z
10.168.145.201,10.168.145.201,10.168.145.201,File Share,FILESHARE02,2025-01-09T14:55:52.447Z
SERVER01,SERVER01,10.168.145.201,File Share,FILESHARE01,2025-01-09T14:55:52.447Z
COMPUTER01,COMPUTER01,10.168.145.78,File Share,FILESHARE01,2025-01-09T14:17:57.928Z
10.168.146.150,10.168.146.150,10.168.146.150,File Share,FILESHARE01,2025-01-09T13:04:56.212Z
10.168.146.150,10.168.146.150,10.168.146.150,File Share,FILESHARE02,2025-01-09T13:04:56.212Z
10.168.146.150,10.168.146.150,10.168.146.150,File Share,FILESHARE04,2025-01-09T13:04:56.212Z
SERVER04,SERVER04,10.168.146.102,File Share,FILESHARE03,2025-01-09T12:49:25.719Z
SERVER02,SERVER02,10.168.146.61,File Share,SERVER05,2025-01-09T12:48:49.761Z
SERVER02,SERVER02,10.168.146.61,File Share,FILESHARE03,2025-01-09T12:48:49.715Z
SERVER03,SERVER03,10.168.146.232,Uncategorized (USER01@DOMAIN.ORG),USER01,2025-01-09T10:00:00.542Z
SERVER02,SERVER02,10.168.146.61,File Share,FILESHARE01,2025-01-09T08:43:38.734Z
SERVER02,SERVER02,10.168.146.61,File Share,FILESHARE04,2025-01-09T08:43:38.734Z
SERVER02,SERVER02,10.168.146.61,File Share,FILESHARE02,2025-01-09T08:43:35.749Z
COMPUTER01,COMPUTER01,10.168.145.78,File Share,FILESHARE01,2025-01-09T06:17:56.067Z
SERVER01,SERVER01,10.168.145.201,File Share,FILESHARE01,2025-01-09T05:15:31.086Z
SERVER01,SERVER01,10.168.145.201,File Share,FILESHARE02,2025-01-09T05:15:27.997Z
SERVER01,SERVER01,10.168.145.201,File Share,FILESHARE03,2025-01-09T04:59:21.674Z
SERVER04,SERVER04,10.168.146.102,File Share,FILESHARE03,2025-01-09T04:12:12.466Z
SERVER04,SERVER04,10.168.146.102,File Share,FILESHARE02,2025-01-09T03:14:31.249Z
SERVER04,SERVER04,10.168.146.102,File Share,FILESHARE04,2025-01-09T03:14:31.227Z
SERVER04,SERVER04,10.168.146.102,File Share,FILESHARE01,2025-01-09T03:14:31.223Z
SERVER02,SERVER02,10.168.146.61,File Share,SERVER05,2025-01-09T02:23:37.330Z
SERVER02,SERVER02,10.168.146.61,File Share,FILESHARE03,2025-01-09T02:23:37.273Z
SERVER02,SERVER02,10.168.146.61,File Share,FILESHARE02,2025-01-08T23:03:12.668Z
SERVER02,SERVER02,10.168.146.61,File Share,FILESHARE04,2025-01-08T23:03:12.665Z
SERVER02,SERVER02,10.168.146.61,File Share,FILESHARE01,2025-01-08T23:03:12.658Z
SERVER01,SERVER01,10.168.145.201,File Share,FILESHARE02,2025-01-08T19:25:06.519Z
SERVER01,SERVER01,10.168.145.201,File Share,FILESHARE01,2025-01-08T19:25:03.519Z
SERVER01,SERVER01,10.168.145.201,File Share,FILESHARE03,2025-01-08T19:08:46.153Z
COMPUTER01,COMPUTER01,10.168.145.78,File Share,FILESHARE01,2025-01-08T18:17:56.073Z
